opd,intensity,lat,lon
HD6,163,53.7017,-1.78281
HD7,163,53.599,-1.82939
HD8,163,53.6006,-1.67543
HD9,163,53.5792,-1.79581
HG1,11,53.9998,-1.53258
HG2,11,53.9877,-1.52805
HG3,11,54.0303,-1.6144
HG4,11,54.1539,-1.55933
HG5,11,54.0132,-1.45963
HP1,39,51.7549,-0.479757
HP2,39,51.7621,-0.454416
HP3,39,51.7373,-0.471666
HP4,39,51.7667,-0.567775
HP5,39,51.7131,-0.608571
HP6,39,51.6774,-0.601583
HP7,39,51.6663,-0.610423
HP8,160,51.6448,-0.576042
HP9,160,51.6104,-0.642031
HP10,160,51.6107,-0.710276
HP11,160,51.6253,-0.74649
HP12,160,51.6247,-0.778027
HP13,160,51.633,-0.741468
HP14,160,51.6487,-0.825819
HP15,160,51.6533,-0.717436
HP16,39,51.7024,-0.71786
HP17,39,51.7501,-0.8521
HP18,39,51.8167,-0.960694
HP19,39,51.8238,-0.826374
HP20,39,51.8197,-0.807425
HP21,39,51.8068,-0.806179
HP22,39,51.8006,-0.768713
HP23,39,51.7949,-0.662227
HP27,39,51.7218,-0.831128
HR1,48,52.0567,-2.68999
HR2,48,52.0136,-2.77826
HR3,48,52.0919,-3.06839
HR4,48,52.0848,-2.76103
HR5,48,52.1961,-3.02941
HR6,48,52.2317,-2.76862
HR7,48,52.1845,-2.52505
HR8,48,52.044,-2.44211
HR9,48,51.9084,-2.58151
HS1,0,58.2121,-6.38141
HS2,0,58.249,-6.45884
HS3,0,57.8827,-6.84886
HS4,0,57.8685,-6.68989
HS5,0,57.7971,-6.96624
HS6,0,57.6023,-7.29925
HS7,0,57.4506,-7.34408
HS8,0,57.231,-7.34635
HS9,0,56.967,-7.47858
HU1,163,53.743,-0.337013
HU2,163,53.7497,-0.337068
HU3,163,53.7413,-0.365441
HU4,163,53.7365,-0.399391
HU5,163,53.7595,-0.374532
HU6,163,53.7809,-0.368836
HU7,163,53.7888,-0.330322
HU8,163,53.7678,-0.304998
HU9,163,53.7536,-0.296267
HU10,163,53.7478,-0.44035
HU11,163,53.8305,-0.23709
HU12,163,53.724,-0.135378
HU13,163,53.7246,-0.437273
HU14,163,53.7275,-0.488478
HU15,163,53.7473,-0.619089
HU16,163,53.7813,-0.421713
HU17,163,53.846,-0.426183
HU18,163,53.9087,-0.170206
HU19,163,53.7233,0.0341309
HU20,163,53.7874,-0.502116
HX1,163,53.7217,-1.86789
HX2,163,53.7384,-1.90424
HX3,163,53.7264,-1.84588
HX4,163,53.6806,-1.8799
HX5,163,53.6865,-1.83614
HX6,163,53.6985,-1.92334
HX7,163,53.7393,-2.00903
IG1,66,51.5592,0.0727513
IG2,66,51.5733,0.07947
IG3,66,51.5625,0.0977794
IG4,66,51.5772,0.0549488
IG5,66,51.5859,0.0646923
IG6,66,51.5918,0.087039
IG7,66,51.6137,0.0874911
IG8,66,51.6111,0.0361003
IG9,66,51.6241,0.038901
IG10,66,51.6483,0.0653302
IG11,66,51.5349,0.0918052
IM1,13,54.1548,-4.48399
IM2,13,54.1721,-4.47897
IM3,13,54.2035,-4.4789
IM4,13,54.2056,-4.42316
IM5,13,54.2173,-4.69203
IM6,13,54.2708,-4.58148
IM7,13,54.3164,-4.5328
IM8,13,54.334,-4.38964
IM9,13,54.1133,-4.69514
IP1,39,52.0626,1.14233
IP2,39,52.0463,1.13446
IP3,39,52.0421,1.18507
IP4,39,52.0596,1.17576
IP5,39,52.0615,1.23886
IP6,39,52.1284,1.11218
IP7,39,52.0662,0.949678
IP8,39,52.0632,1.08305
IP9,39,51.9932,1.14765
IP10,39,52.0074,1.28299
IP11,39,51.9669,1.33413
IP12,39,52.0939,1.36423
IP13,39,52.1848,1.32077
IP14,39,52.2042,1.02863
IP15,39,52.1591,1.59453
IP16,39,52.2042,1.58389
IP17,39,52.2298,1.5013
IP18,39,52.3305,1.66873
IP19,39,52.3407,1.4946
IP20,39,52.406,1.31837
IP21,39,52.3655,1.22949
IP22,39,52.3779,1.0721
IP23,39,52.3136,1.12065
IP24,39,52.4191,0.756111
IP25,39,52.5781,0.834742
IP26,39,52.5057,0.576757
IP27,39,52.4298,0.5836
IP28,39,52.3282,0.536222
IP29,39,52.1955,0.66286
IP30,39,52.2121,0.835945
IP31,39,52.2895,0.825124
IP32,39,52.2535,0.71914
IP33,39,52.2432,0.712865
IV1,0,57.4789,-4.19933
IV2,0,57.4683,-4.19024
IV3,0,57.4633,-4.27177
IV4,0,57.4509,-4.52449
IV5,0,57.4682,-4.4111
IV6,0,57.5215,-4.46064
IV7,0,57.584,-4.3922
IV8,0,57.5548,-4.26509
IV9,0,57.5695,-4.17728
IV10,0,57.585,-4.12655
IV11,0,57.6776,-4.03864
IV12,0,57.5748,-3.86542
IV13,0,57.3454,-4.02658
IV14,0,57.5855,-4.54774
IV15,0,57.5985,-4.43108
IV16,0,57.6602,-4.34368
IV17,0,57.6986,-4.25568
IV18,0,57.7008,-4.15635
IV19,0,57.8045,-4.06089
IV20,0,57.7897,-3.91024
IV21,0,57.7244,-5.71805
IV22,0,57.7367,-5.5039
IV23,0,57.7721,-5.02566
IV24,0,57.8911,-4.35593
IV25,0,57.8885,-4.04071
IV26,0,57.9201,-5.18531
IV27,0,58.2713,-4.79543
IV28,0,58.008,-4.15799
IV30,0,57.6538,-3.32797
IV31,0,57.717,-3.29065
IV32,0,57.6314,-3.11395
IV36,0,57.6102,-3.60719
IV40,0,57.2833,-5.66466
IV41,0,57.2743,-5.73352
IV42,0,57.235,-5.83783
IV43,0,57.1496,-5.84605
IV44,0,57.1028,-5.88107
IV45,0,57.0725,-5.9041
IV46,0,57.1119,-5.98399
IV47,0,57.296,-6.34589
IV48,0,57.3111,-6.11279
IV49,0,57.2291,-5.94335
IV51,0,57.4847,-6.24984
IV52,0,57.3363,-5.65215
IV53,0,57.3442,-5.55497
IV54,0,57.4292,-5.61278
IV55,0,57.4569,-6.61
IV56,0,57.3705,-6.44058
IV63,0,57.318,-4.50993
KA1,1,55.5971,-4.49703
KA2,1,55.5967,-4.5613
KA3,1,55.6428,-4.49677
KA4,1,55.5994,-4.38474
KA5,1,55.5091,-4.38464
KA6,1,55.4177,-4.50911
KA7,1,55.4505,-4.6306
KA8,1,55.4715,-4.61376
KA9,1,55.4983,-4.60605
KA10,1,55.5495,-4.64999
KA11,1,55.6177,-4.62954
KA12,1,55.6179,-4.66588
KA13,1,55.6553,-4.7001
KA14,1,55.7405,-4.67145
KA15,1,55.7484,-4.62695
KA16,1,55.6071,-4.33395
KA17,1,55.6103,-4.29407
KA18,1,55.4508,-4.24222
KA19,1,55.3464,-4.66995
KA20,1,55.6407,-4.75329
KA21,1,55.6412,-4.78477
KA22,1,55.6487,-4.80762
KA23,1,55.6891,-4.85306
KA24,1,55.7095,-4.71627
KA25,1,55.7521,-4.68917
KA26,1,55.2202,-4.83605
KA27,0,55.5409,-5.16953
KA28,1,55.7544,-4.92466
KA29,1,55.7565,-4.85432
KA30,1,55.7967,-4.8638
KT1,93,51.4071,-0.2976
KT2,93,51.4161,-0.291048
KT3,66,51.3997,-0.25679
KT4,93,51.3787,-0.243106
KT5,93,51.3928,-0.287889
KT6,93,51.3897,-0.30062
KT7,93,51.3902,-0.3287
KT8,93,51.4016,-0.366901
KT9,93,51.3648,-0.303175
KT10,93,51.3711,-0.35722
KT11,93,51.3282,-0.404745
KT12,93,51.3774,-0.408753
KT13,93,51.3692,-0.451468
KT14,93,51.3402,-0.486362
KT15,93,51.3651,-0.494535
KT16,93,51.3842,-0.513924
KT16,93,51.3842,-0.513924
KT17,93,51.3398,-0.253087
KT18,93,51.319,-0.263672
KT19,93,51.3501,-0.269361
KT20,93,51.2871,-0.231882
KT21,93,51.3109,-0.302933
KT22,93,51.3006,-0.337642
KT23,93,51.2819,-0.370957
KT24,93,51.2692,-0.43003
KW1,0,58.4559,-3.11867
KW2,0,58.3483,-3.16449
KW3,0,58.3062,-3.28231
KW5,0,58.2841,-3.38707
KW6,0,58.2503,-3.444
KW7,0,58.1868,-3.50175
KW8,0,58.1149,-3.66695
KW9,0,58.0136,-3.859
KW10,0,57.9742,-3.978
KW11,0,58.308,-4.13621
KW12,0,58.5069,-3.49287
KW13,0,58.457,-3.89702
KW14,0,58.5887,-3.55538
KW15,0,58.9805,-2.95973
KW16,0,58.9589,-3.27587
KW16,0,58.9589,-3.27587
KW17,0,59.0302,-3.00755
KY1,1,56.1267,-3.14122
KY2,1,56.1225,-3.18299
KY3,1,56.0631,-3.23186
KY4,1,56.1139,-3.36181
KY5,1,56.1445,-3.29559
KY6,1,56.1966,-3.19659
KY7,1,56.2106,-3.15504
KY8,1,56.1971,-3.01248
KY9,1,56.2089,-2.83712
KY10,1,56.2302,-2.69993
KY11,1,56.0495,-3.4122
KY12,1,56.0759,-3.4883
KY13,0,56.208,-3.43149
KY14,1,56.311,-3.23251
KY15,1,56.3009,-3.05093
KY16,1,56.3416,-2.81944
L1,34,53.4025,-2.98031
L2,34,53.4068,-2.99014
L3,34,53.4089,-2.98552
L4,34,53.4378,-2.96205
L5,34,53.4248,-2.97763
L6,34,53.4186,-2.95332
L7,34,53.4055,-2.9504
L8,34,53.3901,-2.964
L9,34,53.4613,-2.9523
L10,34,53.4737,-2.92813
L11,34,53.4473,-2.91466
L12,34,53.4346,-2.89677
L13,34,53.4151,-2.92161
L14,34,53.4192,-2.88178
L15,34,53.3973,-2.92265
L16,34,53.3982,-2.89205
L17,34,53.3786,-2.94221
L18,34,53.3805,-2.90943
L19,34,53.3581,-2.90312
L20,34,53.4523,-2.99007
L21,34,53.4707,-3.00041
L22,34,53.4767,-3.02746
L23,34,53.4892,-3.02438
L24,34,53.3444,-2.84301
L25,34,53.379,-2.86392
L26,34,53.3656,-2.8363
L27,34,53.388,-2.84023
L28,34,53.4352,-2.8665
L29,34,53.5053,-2.98794
L30,34,53.482,-2.9718
L31,34,53.5134,-2.93858
L32,34,53.4786,-2.88935
L33,34,53.4888,-2.87608
L34,34,53.4353,-2.81515
L35,34,53.4165,-2.78511
L36,34,53.4142,-2.84155
L37,34,53.557,-3.06379
L38,34,53.5282,-3.05281
L39,13,53.563,-2.89333
L40,13,53.599,-2.84644
LA1,13,54.0469,-2.8002
LA2,13,54.0661,-2.67502
LA3,13,54.052,-2.878
LA4,13,54.0704,-2.85461
LA5,13,54.1431,-2.78996
LA6,13,54.1746,-2.6162
LA7,13,54.226,-2.77315
LA8,13,54.3237,-2.76109
LA9,13,54.3262,-2.74397
LA10,13,54.3148,-2.49746
LA11,13,54.1995,-2.92409
LA12,13,54.2025,-3.08416
LA13,13,54.1183,-3.19923
LA14,13,54.1178,-3.2306
LA15,13,54.1558,-3.17969
LA16,13,54.1847,-3.2026
LA17,13,54.2399,-3.17561
LA18,13,54.2152,-3.27547
LA20,13,54.293,-3.20668
LA21,13,54.3646,-3.07158
LA22,13,54.4209,-2.98479
LA23,13,54.3726,-2.91266
LD1,197,52.258,-3.36772
LD2,197,52.1434,-3.39498
LD3,197,51.9581,-3.37427
LD4,197,52.1176,-3.55767
LD5,197,52.1272,-3.61516
LD6,197,52.3086,-3.50961
LD7,197,52.3495,-3.0881
LD8,197,52.2668,-3.05046
LE1,188,52.6335,-1.13214
LE2,188,52.6112,-1.11799
LE3,188,52.6269,-1.18153
LE4,188,52.6627,-1.12253
LE5,188,52.6368,-1.0934
LE6,188,52.7137,-1.36378
LE7,188,52.6853,-1.07081
LE8,188,52.5643,-1.1074
LE9,188,52.572,-1.27093
LE10,188,52.5374,-1.3704
LE11,188,52.7704,-1.22055
LE12,188,52.7684,-1.19236
LE13,188,52.7666,-0.883846
LE14,188,52.7826,-0.895268
LE15,188,52.6593,-0.706515
LE16,188,52.4853,-0.898798
LE17,188,52.4676,-1.18172
LE18,188,52.5834,-1.11158
LE19,188,52.5858,-1.21304
LE65,188,52.7485,-1.46988
LE67,188,52.7161,-1.36285
LL11,34,53.0591,-3.02719
LL12,34,53.0859,-2.99031
LL13,34,53.0363,-2.96358
LL14,34,52.9924,-3.05254
LL15,34,53.1052,-3.31537
LL16,34,53.1852,-3.43087
LL17,34,53.2554,-3.43874
LL18,34,53.3118,-3.4777
LL19,34,53.3314,-3.4108
LL20,34,52.961,-3.16228
LL21,34,52.9888,-3.40829
LL22,34,53.2717,-3.5913
LL23,34,52.9058,-3.60231
LL24,34,53.0604,-3.78669
LL25,34,53.0549,-3.8778
LL26,34,53.1392,-3.78735
LL27,34,53.1482,-3.82715
LL28,34,53.2891,-3.75901
LL29,34,53.2908,-3.7126
LL30,34,53.3173,-3.81793
LL31,34,53.2912,-3.81084
LL32,34,53.2615,-3.83994
LL33,34,53.2499,-3.98367
LL34,34,53.2714,-3.91332
LL35,34,52.5473,-4.0408
LL36,34,52.6031,-4.06593
LL37,34,52.671,-4.07059
LL38,34,52.6989,-4.03762
LL39,34,52.7128,-4.0007
LL40,34,52.7553,-3.87667
LL41,34,52.9701,-3.93882
LL42,34,52.7262,-4.0538
LL43,34,52.7746,-4.09223
LL44,34,52.7874,-4.09533
LL45,34,52.8202,-4.0971
LL46,34,52.8563,-4.10772
LL47,34,52.902,-4.06252
LL48,34,52.9353,-4.07115
LL49,34,52.9288,-4.13846
LL51,34,52.9729,-4.23712
LL52,34,52.9248,-4.23743
LL53,34,52.8844,-4.48793
LL54,34,53.0605,-4.28592
LL55,34,53.1338,-4.21119
LL56,34,53.1877,-4.20005
LL57,34,53.2098,-4.11625
LL58,34,53.2792,-4.10084
LL59,34,53.2346,-4.16115
LL61,34,53.197,-4.25904
LL62,34,53.2112,-4.38599
LL63,34,53.2195,-4.47057
LL64,34,53.2291,-4.51476
LL65,34,53.301,-4.57519
LL67,34,53.4112,-4.45628
LL68,34,53.3986,-4.37518
LL68,34,53.3986,-4.37518
LL69,34,53.3862,-4.31946
LL70,34,53.3639,-4.28778
LL71,34,53.3271,-4.36886
LL72,34,53.344,-4.24589
LL73,34,53.3352,-4.24491
LL74,34,53.3149,-4.23428
LL75,34,53.2834,-4.22096
LL76,34,53.3009,-4.23934
LL77,34,53.2594,-4.31282
LL78,34,53.3173,-4.26333
LN1,163,53.2562,-0.584819
LN2,188,53.2592,-0.511003
LN3,163,53.2808,-0.339013
LN4,188,53.1532,-0.390622
LN5,188,53.1874,-0.553122
LN6,188,53.2028,-0.596755
LN7,163,53.4893,-0.340497
LN8,163,53.3756,-0.329242
LN9,188,53.216,-0.111771
LN10,188,53.1577,-0.215942
LN11,163,53.3723,0.0224422
LN12,188,53.3296,0.262858
LN13,188,53.2648,0.18283
LS1,163,53.7974,-1.55296
LS2,163,53.8014,-1.54747
LS3,163,53.8015,-1.56317
LS4,163,53.8085,-1.58278
LS5,163,53.8181,-1.60238
LS6,163,53.8185,-1.56638
LS7,163,53.8177,-1.54049
LS8,163,53.8217,-1.51234
LS9,163,53.7988,-1.51179
LS10,163,53.7653,-1.53174
LS11,163,53.7781,-1.55676
LS12,163,53.7914,-1.59529
LS13,163,53.8111,-1.63492
LS14,163,53.827,-1.45831
LS15,163,53.8067,-1.44629
LS16,163,53.8505,-1.60423
LS17,163,53.8583,-1.52906
LS18,163,53.8409,-1.64457
LS19,163,53.8607,-1.68583
LS20,163,53.8733,-1.71372
LS21,163,53.9102,-1.68282
LS22,163,53.9316,-1.39273
LS23,163,53.9066,-1.35297
LS24,163,53.8714,-1.25499
LS25,163,53.7862,-1.32574
LS26,163,53.7565,-1.44358
LS27,163,53.7491,-1.60487
LS28,163,53.8016,-1.66916
LS29,163,53.9197,-1.80456
LU1,39,51.8764,-0.424698
LU2,39,51.8908,-0.397853
LU3,39,51.9067,-0.443357
LU4,39,51.8985,-0.465242
LU5,39,51.9074,-0.515015
LU6,39,51.8809,-0.532787
LU7,39,51.9109,-0.661888
M1,13,53.4777,-2.23681
M2,13,53.4803,-2.24466
M3,13,53.4835,-2.25218
M4,13,53.4848,-2.23073
M5,13,53.4797,-2.28576
M6,13,53.4915,-2.29595
M7,13,53.5042,-2.26161
M8,13,53.509,-2.24087
M9,13,53.5216,-2.21439
M11,13,53.4784,-2.18328
M12,13,53.4656,-2.20559
M13,13,53.4622,-2.21715
M14,13,53.4469,-2.22506
M15,13,53.4661,-2.2524
M16,13,53.4559,-2.26509
M17,13,53.4692,-2.31595
M19,13,53.4377,-2.19552
M20,13,53.4251,-2.23169
M21,13,53.4388,-2.2734
M22,13,53.3849,-2.26126
M23,13,53.3971,-2.28658
M24,13,53.5522,-2.1988
M25,13,53.5333,-2.27995
M26,13,53.5621,-2.33397
M27,13,53.5122,-2.33812
M28,13,53.5165,-2.3983
M29,13,53.515,-2.47038
M30,13,53.4758,-2.36769
M31,13,53.4432,-2.3804
M32,13,53.4501,-2.30846
M33,13,53.4226,-2.32491
M34,13,53.4548,-2.11604
M35,13,53.4977,-2.15259
M38,13,53.5298,-2.42025
M40,13,53.5028,-2.19378
M41,13,53.4512,-2.36277
M43,13,53.4832,-2.14913
M44,13,53.4407,-2.42713
M45,13,53.5448,-2.2898
M46,13,53.5255,-2.49221
M50,13,53.4767,-2.28995
M60,13,53.4847,-2.23313
M61,13,53.4862,-2.22969
M90,34,53.3638,-2.2755
ME1,93,51.3756,0.499833
ME2,93,51.3913,0.484711
ME3,93,51.4314,0.546458
ME4,93,51.3811,0.52781
ME5,93,51.3521,0.53159
ME6,93,51.3244,0.438935
ME7,93,51.3804,0.554806
ME8,93,51.3621,0.594893
ME9,93,51.3359,0.723533
ME10,93,51.3427,0.735447
ME11,93,51.4136,0.748335
ME12,93,51.4246,0.798817
ME13,93,51.3051,0.89458
ME14,93,51.2763,0.538147
ME15,93,51.255,0.532801
ME16,93,51.2734,0.499052
ME17,93,51.2366,0.60344
ME18,93,51.2444,0.423006
ME19,93,51.2937,0.411214
ME20,93,51.3059,0.458994
MK1,188,52.0071,-0.727508
MK2,188,51.9919,-0.725563
MK3,188,51.9955,-0.750157
MK4,188,52.0049,-0.776856
MK5,188,52.0195,-0.776976
MK6,188,52.0292,-0.739294
MK7,188,52.0206,-0.69259
MK8,188,52.036,-0.808193
MK9,188,52.0393,-0.750838
MK10,188,52.0375,-0.695682
MK11,188,52.05,-0.835668
MK12,188,52.057,-0.817944
MK13,188,52.0522,-0.789563
MK14,188,52.0596,-0.76879
MK15,188,52.0558,-0.726419
MK16,188,52.0883,-0.72123
MK17,188,51.9984,-0.69951
MK18,188,51.9805,-0.970814
MK19,188,52.0712,-0.851677
MK40,39,52.1373,-0.474435
MK41,39,52.1504,-0.450558
MK42,39,52.1195,-0.473907
MK43,39,52.1167,-0.550542
MK44,39,52.1882,-0.430305
MK45,39,52.0297,-0.47271
MK46,188,52.1528,-0.695998
ML1,1,55.7975,-3.97722
ML2,1,55.7767,-3.91541
ML3,1,55.7711,-4.0529
ML4,1,55.8187,-4.02138
ML5,1,55.8596,-4.0307
ML6,1,55.8677,-3.96315
ML7,1,55.8298,-3.79591
ML8,1,55.7279,-3.83798
ML9,1,55.7256,-3.96834
ML10,1,55.6847,-4.06187
ML11,1,55.6663,-3.78868
ML12,1,55.573,-3.5889
N1,66,51.5376,-0.0982358
N1C,66,51.5363,-0.125646
N1P,66,51.539,-0.103398
N2,39,51.5903,-0.168643
N3,39,51.6004,-0.194108
N4,39,51.5709,-0.104234
N5,66,51.5538,-0.0985869
N6,39,51.5715,-0.140836
N7,66,51.5538,-0.118032
N8,39,51.5824,-0.120121
N9,39,51.6278,-0.0588034
N10,39,51.5939,-0.144259
N11,39,51.614,-0.138021
N12,39,51.6153,-0.178447
N13,39,51.621,-0.103679
N14,39,51.6333,-0.129996
N15,39,51.5808,-0.0856666
N16,66,51.5643,-0.0768045
N17,39,51.5975,-0.0711753
N18,39,51.6137,-0.0647985
N19,66,51.5654,-0.12828
N20,39,51.6296,-0.174771
N21,39,51.6355,-0.0996216
N22,39,51.6,-0.114085
NE1,11,54.9725,-1.61304
NE2,11,54.9862,-1.60644
NE3,11,55.0098,-1.63358
NE4,11,54.9728,-1.64378
NE5,11,54.9954,-1.68851
NE6,11,54.9772,-1.56741
NE7,11,54.9973,-1.57968
NE8,11,54.9563,-1.60507
NE9,11,54.9316,-1.58769
NE10,11,54.9484,-1.55698
NE11,11,54.9401,-1.63176
NE12,11,55.0256,-1.56998
NE13,11,55.0421,-1.64729
NE15,11,54.9832,-1.71897
NE16,11,54.935,-1.69336
NE17,11,54.9158,-1.81885
NE18,11,55.0384,-1.86061
NE19,11,55.1796,-2.09537
NE20,11,55.052,-1.77871
NE21,11,54.9588,-1.71974
NE22,11,55.1373,-1.58373
NE23,11,55.0837,-1.58459
NE24,11,55.1228,-1.52136
NE25,11,55.0491,-1.48848
NE26,11,55.0476,-1.46087
NE27,11,55.0309,-1.51178
NE28,11,55.0007,-1.51883
NE29,11,55.0118,-1.46936
NE30,11,55.0198,-1.44287
NE31,11,54.9717,-1.51255
NE32,11,54.9697,-1.48441
NE33,11,54.9921,-1.43124
NE34,11,54.9728,-1.42322
NE35,11,54.9529,-1.46283
NE36,11,54.9471,-1.44282
NE37,11,54.9114,-1.52839
NE38,11,54.8951,-1.5258
NE39,11,54.9257,-1.75796
NE40,11,54.9661,-1.77042
NE41,11,54.9756,-1.82163
NE42,11,54.9624,-1.85407
NE43,11,54.9494,-1.90195
NE44,11,54.9439,-1.98042
NE45,11,54.9765,-2.01857
NE46,11,54.9779,-2.10447
NE47,11,54.9301,-2.24747
NE48,11,55.1321,-2.26744
NE49,11,54.9665,-2.46085
NE61,11,55.1776,-1.68676
NE62,11,55.1613,-1.59284
NE63,11,55.1774,-1.56201
NE64,11,55.184,-1.51665
NE65,11,55.3108,-1.74208
NE66,11,55.4267,-1.72688
NE67,11,55.5344,-1.69401
NE68,11,55.5722,-1.66056
NE69,11,55.605,-1.71883
NE70,11,55.592,-1.81616
NE71,11,55.5527,-2.04088
NG1,188,52.9546,-1.14767
NG2,188,52.9371,-1.13682
NG3,188,52.9678,-1.13029
NG4,188,52.9709,-1.08696
NG5,188,52.9969,-1.1435
NG6,188,52.9972,-1.19161
NG7,188,52.9584,-1.17834
NG8,188,52.9637,-1.21466
NG9,188,52.9263,-1.23315
NG10,188,52.8999,-1.2822
NG11,188,52.9,-1.17425
NG12,188,52.9105,-1.05965
NG13,188,52.9478,-0.92928
NG14,188,53.0134,-1.04155
NG15,188,53.0452,-1.20278
NG16,188,53.0266,-1.29826
NG17,188,53.1159,-1.26117
NG18,188,53.1408,-1.18591
NG19,188,53.1601,-1.19797
NG20,188,53.2083,-1.18529
NG21,188,53.1418,-1.10801
NG22,188,53.1772,-0.969915
NG23,188,53.1136,-0.80117
NG24,188,53.0709,-0.80202
NG25,188,53.0741,-0.950887
NG31,188,52.9133,-0.641525
NG32,188,52.9469,-0.651329
NG33,188,52.8211,-0.584245
NG34,188,52.9877,-0.395398
NN1,188,52.2415,-0.891088
NN2,188,52.2595,-0.885334
NN3,188,52.2625,-0.843966
NN4,188,52.2213,-0.897732
NN5,188,52.2457,-0.931206
NN6,188,52.3205,-0.946406
NN7,188,52.2149,-0.9195
NN8,188,52.2977,-0.692628
NN9,188,52.3123,-0.616069
NN10,188,52.293,-0.599105
NN11,188,52.2438,-1.17434
NN12,188,52.1278,-0.996071
NN13,188,52.0326,-1.1474
NN14,188,52.4112,-0.706386
NN15,188,52.384,-0.705951
NN16,188,52.4034,-0.704319
NN17,188,52.4999,-0.683903
NN18,188,52.4792,-0.710449
NN29,188,52.2627,-0.665386
NP4,197,51.6931,-3.03958
NP7,197,51.8284,-3.0122
NP8,197,51.8576,-3.14115
NP10,197,51.5801,-3.04309
NP11,197,51.6442,-3.1317
NP12,197,51.6687,-3.19769
NP13,197,51.7353,-3.14108
NP15,197,51.7233,-2.88922
NP16,197,51.649,-2.68704
NP18,197,51.6049,-2.94286
NP19,197,51.587,-2.96253
NP20,197,51.5902,-3.00457
NP22,197,51.7712,-3.25768
NP23,197,51.7846,-3.1979
NP24,197,51.7214,-3.23861
NP25,197,51.8042,-2.72296
NP26,197,51.5905,-2.7757
NP44,197,51.6513,-3.02759
NW1,66,51.5323,-0.142802
NW2,39,51.5593,-0.218451
NW3,66,51.5526,-0.173183
NW4,39,51.5874,-0.223782
NW5,66,51.5516,-0.144626
NW6,66,51.5403,-0.195621
NW7,39,51.6151,-0.236701
NW8,66,51.5317,-0.174509
NW9,39,51.5865,-0.253919
NW10,66,51.5392,-0.248872
NW11,39,51.5787,-0.198406
OL1,13,53.5469,-2.10623
OL2,13,53.5713,-2.10945
OL3,13,53.5526,-2.01142
OL4,13,53.5424,-2.07582
OL5,13,53.5167,-2.0408
OL6,13,53.4926,-2.08847
OL7,13,53.4894,-2.1062
OL8,13,53.5271,-2.11724
OL9,13,53.5389,-2.14171
OL10,13,53.5904,-2.22274
OL11,13,53.6063,-2.17405
OL12,13,53.6344,-2.16537
OL13,13,53.7008,-2.20423
OL14,163,53.7143,-2.10082
OL15,163,53.6436,-2.10269
OL16,13,53.6133,-2.13839
OX1,160,51.7469,-1.26224
OX2,160,51.7631,-1.27752
OX3,160,51.7603,-1.21553
OX4,160,51.7287,-1.21428
OX5,160,51.8607,-1.29359
OX7,160,51.8984,-1.49473
OX9,160,51.7028,-1.04079
OX10,160,51.6058,-1.12951
OX11,160,51.6,-1.2503
OX12,160,51.5953,-1.42545
OX13,160,51.6769,-1.34917
OX14,160,51.6677,-1.2785
OX15,48,52.033,-1.40294
OX16,48,52.0636,-1.33891
OX17,188,52.0724,-1.29233
OX18,160,51.7623,-1.59254
OX20,160,51.8547,-1.35721
OX25,160,51.9003,-1.20735
OX26,160,51.9013,-1.15108
OX27,160,51.9341,-1.15005
OX28,160,51.7845,-1.48574
OX29,160,51.7932,-1.43871
OX33,160,51.7567,-1.14369
OX39,39,51.7037,-0.917245
OX44,160,51.7009,-1.13516
OX49,160,51.6493,-1.00174
PA1,1,55.8449,-4.4199
PA2,1,55.8296,-4.43491
PA3,1,55.8514,-4.44405
PA4,1,55.8753,-4.39584
PA5,1,55.8315,-4.50992
PA6,1,55.863,-4.53445
PA7,1,55.9074,-4.50124
PA8,1,55.9014,-4.45366
PA9,1,55.8112,-4.55029
PA10,1,55.8329,-4.5495
PA11,1,55.8572,-4.58401
PA12,1,55.7968,-4.61905
PA13,1,55.8901,-4.62624
PA14,1,55.9283,-4.66699
PA15,1,55.9428,-4.74721
PA16,1,55.9427,-4.79805
PA17,1,55.8691,-4.87471
PA18,1,55.8914,-4.88011
PA19,1,55.9524,-4.8213
PA20,0,55.8343,-5.05699
PA21,0,55.9025,-5.25167
PA22,0,55.9702,-5.12229
PA23,0,55.954,-4.9332
PA24,0,56.1548,-4.90414
PA25,0,56.214,-5.04377
PA26,0,56.2588,-4.93707
PA27,0,56.1479,-5.07721
PA28,0,55.4339,-5.60567
PA29,0,55.806,-5.47473
PA30,0,56.0135,-5.44951
PA31,0,56.0517,-5.45698
PA33,0,56.3745,-5.04441
PA34,0,56.4013,-5.49839
PA34,0,56.4013,-5.49839
PA36,0,56.52,-4.773
PA37,0,56.4641,-5.39432
PA38,0,56.5953,-5.33231
PA39,0,56.6733,-5.10653
PA40,0,56.7139,-4.96469
PA41,0,55.675,-5.74237
PA42,0,55.6389,-6.18781
PA43,0,55.7558,-6.28464
PA44,0,55.7977,-6.28834
PA44,0,55.7977,-6.28834
PA45,0,55.8196,-6.16685
PA46,0,55.8612,-6.11947
PA47,0,55.682,-6.50405
PA48,0,55.7387,-6.38451
PA49,0,55.7799,-6.38999
PA60,0,55.8785,-5.91818
PA61,0,56.0722,-6.20463
PA62,0,56.3593,-5.85149
